No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
237,ALJJ,"ALJ Regional Holdings, Inc.",Services,Business Services,USA,46.33M,-,1.07,-5.59%,4983
238,ALK,"Alaska Air Group, Inc.",Services,Regional Airlines,USA,8.06B,10.54,65.17,-0.49%,863660
239,ALKS,Alkermes plc,Healthcare,Biotechnology,Ireland,2.92B,-,18.67,6.02%,2461303
240,ALL,The Allstate Corporation,Financial,Property & Casualty Insurance,USA,40.04B,8.83,124.26,-0.03%,1371460
241,ALLE,Allegion plc,Services,Security & Protection Services,Ireland,12.24B,28.75,131.16,-2.38%,766710
242,ALLK,Allakos Inc.,Healthcare,Biotechnology,USA,3.26B,-,63.61,0.05%,208378
243,ALLO,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,USA,3.05B,-,25.3,4.35%,685582
244,ALLT,Allot Ltd.,Technology,Communication Equipment,Israel,412.91M,-,12.02,-0.91%,203801
245,ALLY,Ally Financial Inc.,Financial,Mortgage Investment,USA,10.84B,6.52,28.33,-11.55%,18449019
246,ALNA,"Allena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,54.10M,-,2.17,-2.69%,322369
247,ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,14.54B,-,129.0,0.25%,326260
248,ALO,Alio Gold Inc.,Basic Materials,Gold,Canada,64.99M,-,0.76,-0.94%,247456
249,ALOT,"AstroNova, Inc.",Technology,Computer Peripherals,USA,91.39M,16.89,12.8,-1.01%,16158
250,ALPN,"Alpine Immune Sciences, Inc.",Healthcare,Biotechnology,USA,61.04M,-,3.33,6.05%,53094
251,ALRM,"Alarm.com Holdings, Inc.",Technology,Application Software,USA,2.30B,49.15,47.43,0.32%,312230
252,ALRN,"Aileron Therapeutics, Inc.",Healthcare,Biotechnology,USA,19.42M,-,0.7,2.19%,154086
253,ALSK,"Alaska Communications Systems Group, Inc.",Technology,Telecom Services - Domestic,USA,114.32M,34.10,2.08,1.96%,55071
254,ALSN,"Allison Transmission Holdings, Inc.",Consumer Goods,Auto Parts,USA,5.34B,11.30,44.68,0.29%,1291088
255,ALT,"Altimmune, Inc.",Healthcare,Biotechnology,USA,26.51M,-,1.76,2.92%,60176
256,ALTM,Altus Midstream Company,Basic Materials,Independent Oil & Gas,USA,679.55M,-,2.02,4.66%,332398
257,ALTR,Altair Engineering Inc.,Technology,Semiconductor - Specialized,USA,2.80B,-,38.3,0.63%,564492
258,ALTS,ProShares Morningstar Alternatives Solution ETF,Financial,Exchange Traded Fund,USA,-,-,38.26,0.07%,64
259,ALTY,Global X SuperDividend Alternatives ETF,Financial,Exchange Traded Fund,USA,-,-,14.98,-0.27%,6096
260,ALV,"Autoliv, Inc.",Consumer Goods,Auto Parts,Sweden,6.84B,14.51,76.63,-0.96%,714830
261,ALX,"Alexander's, Inc.",Financial,REIT - Retail,USA,1.60B,28.35,308.02,-2.53%,14475
262,ALXN,"Alexion Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,23.04B,9.63,103.21,1.03%,3177767
263,ALYA,Alithya Group Inc.,Technology,Information Technology Services,Canada,138.30M,-,2.85,8.78%,5680
264,AM,Antero Midstream Corporation,Basic Materials,Oil & Gas Pipelines,USA,2.46B,-,4.88,10.41%,8024595
265,AMAG,"AMAG Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,311.64M,-,9.22,3.95%,508487
266,AMAL,Amalgamated Bank,Financial,Regional - Northeast Banks,USA,602.29M,12.38,18.34,1.16%,158607
267,AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,62.40B,22.28,67.41,3.45%,8335804
268,AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,USA,2.31B,-,69.58,0.06%,491125
269,AMBC,"Ambac Financial Group, Inc.",Financial,Surety & Title Insurance,USA,993.45M,-,21.55,-0.83%,116666
270,AMBO,Ambow Education Holding Ltd.,Services,Education & Training Services,China,46.30M,-,2.21,-4.09%,15585
271,AMC,"AMC Entertainment Holdings, Inc.",Services,"Movie Production, Theaters",USA,748.40M,-,7.31,3.84%,2276391
272,AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,Financial,Exchange Traded Fund,USA,-,-,31.58,0.42%,13
273,AMCI,AMCI Acquisition Corp.,Conglomerates,Conglomerates,USA,225.16M,-,10.21,-0.10%,1
274,AMCR,Amcor plc,Consumer Goods,Packaging & Containers,Switzerland,16.25B,32.52,10.18,-0.29%,5935313
275,AMCX,AMC Networks Inc.,Services,Entertainment - Diversified,USA,2.09B,4.70,37.33,0.11%,795978
276,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductor - Broad Line,USA,67.92B,203.81,58.9,3.53%,58204543
277,AME,"AMETEK, Inc.",Industrial Goods,Diversified Machinery,USA,22.92B,26.68,100.17,-0.30%,888205
278,AMED,"Amedisys, Inc.",Healthcare,Home Health Care,USA,6.35B,50.39,193.81,-4.06%,623451
279,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,Hospitals,USA,632.61M,172.72,17.79,2.36%,32946
280,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,4.25B,209.95,86.71,4.13%,473427
281,AMGN,Amgen Inc.,Healthcare,Biotechnology,USA,131.25B,17.32,222.96,0.57%,1300428
282,AMH,American Homes 4 Rent,Financial,REIT - Residential,USA,8.60B,108.31,28.92,-1.23%,2348810
283,AMJ,JPMorgan Alerian MLP Index ETN,Financial,Exchange Traded Fund,USA,-,-,20.42,-0.58%,1855753
284,AMJL,Credit Suisse X-Links Monthly Pay 2xLeveraged Alerian MLP Index ETN,Financial,Exchange Traded Fund,USA,-,-,8.82,-0.40%,32714
285,AMK,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,2.35B,206.79,32.88,2.02%,48173
286,AMKR,"Amkor Technology, Inc.",Technology,Semiconductor - Integrated Circuits,USA,2.99B,24.47,12.38,2.65%,1341151
287,AMLP,Alerian MLP ETF,Financial,Exchange Traded Fund,USA,-,-,7.77,-0.77%,19569030
288,AMN,"AMN Healthcare Services, Inc.",Industrial Goods,General Building Materials,USA,3.54B,29.62,75.74,0.09%,317698
289,AMNB,American National Bankshares Inc.,Financial,Regional - Mid-Atlantic Banks,USA,405.72M,17.85,36.16,0.72%,4185
290,AMOM,QRAFT AI-Enhanced U.S. Large Cap Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,28.07,0.59%,18
291,AMOT,Allied Motion Technologies Inc.,Industrial Goods,Industrial Electrical Equipment,USA,445.40M,26.45,45.31,1.57%,33298
292,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,22.63B,12.84,179.04,0.99%,559062
293,AMPE,"Ampio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,106.94M,-,0.68,-0.60%,350144
294,AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,USA,898.31M,18.25,19.02,1.12%,157906
295,AMPY,Amplify Energy Corp.,Basic Materials,Independent Oil & Gas,USA,226.24M,5.01,5.49,1.10%,173146
296,AMRB,American River Bankshares,Financial,Regional - Pacific Banks,USA,85.63M,15.59,14.64,0.67%,1835
297,AMRC,"Ameresco, Inc.",Services,Technical Services,USA,1.09B,32.09,22.75,3.03%,233951
298,AMRH,"AMERI Holdings, Inc.",Technology,Information Technology Services,USA,3.15M,-,1.27,-3.05%,30040
299,AMRK,"A-Mark Precious Metals, Inc.",Financial,Investment Brokerage - National,USA,63.39M,41.81,9.03,-1.31%,12903
300,AMRN,Amarin Corporation plc,Healthcare,Biotechnology,Ireland,6.52B,-,18.1,-0.49%,3525979
301,AMRS,"Amyris, Inc.",Basic Materials,Specialty Chemicals,USA,356.98M,-,3.33,-2.35%,3237405
302,AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Related Products,USA,1.48B,-,4.89,1.87%,764931
303,AMS,American Shared Hospital Services,Healthcare,Specialized Health Services,USA,13.93M,20.49,2.44,2.03%,750
304,AMSC,American Superconductor Corporation,Industrial Goods,Industrial Electrical Equipment,USA,183.46M,-,8.05,4.27%,316355
305,AMSF,"Amerisafe, Inc.",Financial,Property & Casualty Insurance,USA,1.35B,17.64,70.78,1.06%,81682
306,AMSWA,"American Software, Inc.",Technology,Application Software,USA,502.42M,70.22,15.73,1.03%,66619
307,AMT,American Tower Corporation (REIT),Financial,REIT - Diversified,USA,110.17B,68.92,248.1,-1.91%,2612515
308,AMTB,Amerant Bancorp Inc.,Financial,Regional - Midwest Banks,USA,777.29M,15.96,19.52,0.41%,32887
309,AMTD,TD Ameritrade Holding Corporation,Financial,Investment Brokerage - National,USA,26.96B,13.87,49.81,1.65%,2402552
310,AMTX,"Aemetis, Inc.",Basic Materials,Specialty Chemicals,USA,16.07M,-,0.76,-1.23%,49985
311,AMU,UBS ETRACS Alerian MLP Index ETN,Financial,Exchange Traded Fund,USA,-,-,12.85,-0.54%,221474
312,AMUB,UBS ETRACS Alerian MLP Index ETN Series B,Financial,Exchange Traded Fund,USA,-,-,12.88,-0.26%,7650
313,AMWD,American Woodmark Corporation,Consumer Goods,Home Furnishings & Fixtures,USA,1.94B,21.89,115.34,-0.31%,49336
314,AMX,"America Movil, S.A.B. de C.V.",Technology,Wireless Communications,Mexico,58.54B,16.30,18.0,0.90%,1974059
315,AMZA,InfraCap MLP ETF,Financial,Exchange Traded Fund,USA,-,-,3.99,-0.50%,799872
316,AMZN,"Amazon.com, Inc.",Services,Catalog & Mail Order Houses,USA,1087.95B,94.28,2170.22,0.67%,2539374
317,AN,"AutoNation, Inc.",Services,Auto Dealerships,USA,4.32B,9.64,48.02,1.22%,773349
318,ANAB,"AnaptysBio, Inc.",Healthcare,Biotechnology,USA,429.40M,-,15.53,-1.52%,1033031
319,ANAT,American National Insurance Company,Financial,Property & Casualty Insurance,USA,2.99B,8.94,110.27,-0.51%,32252
320,ANCN,Anchiano Therapeutics Ltd,Healthcare,Biotechnology,Israel,10.46M,-,1.41,7.63%,161170
321,ANDA,Andina Acquisition Corp. III,Conglomerates,Conglomerates,Colombia,141.50M,25.58,10.18,-0.20%,1
322,ANDAU,Andina Acquisition Corp. III,Conglomerates,Conglomerates,Colombia,30.76M,-,10.7,0.00%,0
323,ANDE,"The Andersons, Inc.",Consumer Goods,Farm Products,USA,680.87M,36.65,20.27,-1.15%,204108
324,ANET,"Arista Networks, Inc.",Technology,Diversified Computer Systems,USA,18.28B,23.52,225.02,-0.34%,715595
325,ANF,Abercrombie & Fitch Co.,Services,Apparel Stores,USA,1.05B,29.20,16.85,-0.18%,1269531
326,ANGI,ANGI Homeservices Inc.,Technology,Internet Software & Services,USA,4.26B,124.33,8.33,0.12%,1679971
327,ANGL,VanEck Vectors Fallen Angel High Yield Bond ETF,Financial,Exchange Traded Fund,USA,-,-,30.39,0.03%,424335
328,ANGO,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,USA,480.82M,-,12.7,2.58%,208610
329,ANH,Anworth Mortgage Asset Corporation,Financial,Mortgage Investment,USA,366.71M,-,3.7,0.54%,383987
330,ANIK,"Anika Therapeutics, Inc.",Healthcare,Biotechnology,USA,607.90M,19.67,42.57,0.38%,146758
331,ANIP,"ANI Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,757.37M,46.90,62.8,-3.06%,72428
332,ANIX,"Anixa Biosciences, Inc.",Healthcare,Medical Laboratories & Research,USA,70.18M,-,3.41,-4.48%,37402
333,ANPC,"AnPac Bio-Medical Science Co., Ltd.",Healthcare,Biotechnology,China,107.53M,-,9.6,0.52%,5974
334,ANSS,"ANSYS, Inc.",Technology,Application Software,USA,24.91B,57.99,296.14,1.80%,522517
335,ANTE,AirNet Technology Inc.,Services,Marketing Services,China,12.90M,-,1.0,-1.96%,8300
336,ANTM,"Anthem, Inc.",Healthcare,Health Care Plans,USA,77.37B,16.48,304.06,0.53%,1321872
337,ANVS,"Annovis Bio, Inc.",Healthcare,Biotechnology,USA,31.93M,-,5.87,-3.61%,43545
338,ANY,Sphere 3D Corp.,Technology,Application Software,Canada,2.93M,3.56,0.79,0.75%,44320
339,AOA,iShares Core Aggressive Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,59.26,0.53%,58858
340,AOBC,American Outdoor Brands Corporation,Services,"Specialty Retail, Other",USA,588.16M,189.82,10.63,1.72%,717364
341,AOD,Aberdeen Total Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,979.45M,10.25,9.29,0.76%,235436
342,AOIL,Aberdeen Standard Bloomberg WTI Crude Oil Strategy K-1 Free ETF,Financial,Exchange Traded Fund,USA,-,-,21.78,0.00%,0
343,AOK,iShares Core Conservative Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,36.94,0.14%,49316
344,AOM,iShares Core Moderate Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,40.92,0.24%,75274
345,AON,Aon plc,Financial,Insurance Brokers,United Kingdom,54.83B,37.36,237.43,0.92%,1420665
346,AOR,iShares Core Growth Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,48.76,0.23%,98564
347,AOS,A. O. Smith Corporation,Industrial Goods,Industrial Electrical Equipment,USA,7.20B,19.87,44.1,0.27%,1069110
348,AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductor - Specialized,USA,273.13M,387.59,11.24,0.18%,146305
349,AP,Ampco-Pittsburgh Corporation,Industrial Goods,Diversified Machinery,USA,37.03M,-,3.03,1.68%,40144
350,APA,Apache Corporation,Basic Materials,Independent Oil & Gas,USA,10.92B,-,28.47,1.28%,2910146
351,APAM,Artisan Partners Asset Management Inc.,Financial,Asset Management,USA,2.80B,14.70,35.82,0.36%,471184
352,APD,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals - Major Diversified,USA,56.51B,30.02,255.82,0.03%,809278
353,APDN,"Applied DNA Sciences, Inc.",Technology,Security Software & Services,USA,12.78M,-,3.59,6.53%,1200984
354,APEI,"American Public Education, Inc.",Services,Education & Training Services,USA,386.13M,31.59,25.27,1.08%,39852
355,APEN,"Apollo Endosurgery, Inc.",Healthcare,Medical Appliances & Equipment,USA,62.28M,-,2.92,-0.24%,1978
356,APEX,Apex Global Brands Inc.,Services,Apparel Stores,USA,3.89M,-,0.69,-2.17%,114952
357,APH,Amphenol Corporation,Technology,Diversified Electronics,USA,30.83B,27.49,103.11,1.70%,1046646
358,APHA,Aphria Inc.,Healthcare,Drug Manufacturers - Other,Canada,1.13B,14.15,4.23,0.24%,3099790
359,APLE,"Apple Hospitality REIT, Inc.",Financial,REIT - Hotel/Motel,USA,3.36B,18.68,15.02,-1.51%,2367327
360,APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.98B,-,40.31,-0.62%,660679
361,APLT,"Applied Therapeutics, Inc.",Healthcare,Biotechnology,USA,957.61M,-,41.17,-8.31%,236544
362,APM,Aptorum Group Limited,Healthcare,Biotechnology,Hong Kong,476.16M,-,15.72,1.68%,12417
363,APO,"Apollo Global Management, Inc.",Financial,Diversified Investments,USA,19.22B,11.97,46.57,1.97%,1631890
364,APOG,"Apogee Enterprises, Inc.",Industrial Goods,General Building Materials,USA,901.61M,23.95,34.01,1.10%,94482
365,APOP,Cellect Biotechnology Ltd.,Healthcare,Biotechnology,Israel,1.05M,-,2.34,1.74%,126968
366,APPF,"AppFolio, Inc.",Technology,Application Software,USA,4.86B,148.77,144.9,2.76%,129908
367,APPN,Appian Corporation,Technology,Application Software,USA,4.00B,-,62.07,-1.94%,1569630
368,APPS,"Digital Turbine, Inc.",Technology,Application Software,USA,616.99M,-,6.86,3.16%,1938721
369,APRE,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology,USA,722.59M,-,32.92,-1.20%,20294
370,APRN,"Blue Apron Holdings, Inc.",Services,"Specialty Retail, Other",USA,46.58M,-,3.6,-17.62%,1575220
371,APT,"Alpha Pro Tech, Ltd.",Industrial Goods,General Building Materials,Canada,63.88M,19.96,4.91,-2.39%,914234
372,APTO,Aptose Biosciences Inc.,Healthcare,Biotechnology,USA,620.23M,-,8.6,2.50%,812142
373,APTS,"Preferred Apartment Communities, Inc.",Financial,REIT - Residential,USA,526.33M,-,11.78,-1.42%,295757
374,APTV,Aptiv PLC,Consumer Goods,Auto Parts,Ireland,23.73B,23.60,90.71,3.06%,1403626
375,APTX,Aptinyx Inc.,Healthcare,Biotechnology,USA,167.77M,-,3.72,4.79%,282045
376,APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology,USA,22.17M,-,0.49,-1.55%,385807
377,APWC,Asia Pacific Wire & Cable Corporation Limited,Industrial Goods,Industrial Electrical Equipment,Taiwan,18.79M,-,1.32,-1.66%,8249
378,APXTU,Apex Technology Acquisition Corporation,Conglomerates,Conglomerates,USA,-,-,10.84,2.32%,400
379,APY,Apergy Corporation,Basic Materials,Oil & Gas Equipment & Services,USA,1.96B,25.04,25.29,-2.43%,1468115
380,APYX,Apyx Medical Corporation,Healthcare,Medical Instruments & Supplies,USA,262.35M,-,7.6,0.40%,37076
381,AQB,"AquaBounty Technologies, Inc.",Healthcare,Biotechnology,USA,58.81M,-,1.8,-3.74%,270936
382,AQMS,"Aqua Metals, Inc.",Industrial Goods,Waste Management,USA,49.69M,-,0.84,4.65%,464376
383,AQN,Algonquin Power & Utilities Corp.,Utilities,Diversified Utilities,Canada,8.71B,22.89,16.57,0.49%,655733
384,AQST,"Aquestive Therapeutics, Inc.",Healthcare,Biotechnology,USA,141.58M,-,4.28,0.94%,417434
385,AQUA,Evoqua Water Technologies Corp.,Industrial Goods,Pollution & Treatment Controls,USA,2.79B,47.87,24.22,2.37%,768561
386,AR,Antero Resources Corporation,Basic Materials,Oil & Gas Drilling & Exploration,USA,550.48M,-,1.8,4.65%,12850263
387,ARA,"American Renal Associates Holdings, Inc.",Healthcare,Medical Laboratories & Research,USA,289.56M,-,8.82,-0.90%,20640
388,ARAV,"Aravive, Inc.",Healthcare,Biotechnology,USA,134.25M,-,9.12,-3.49%,248728
389,ARAY,Accuray Incorporated,Healthcare,Medical Appliances & Equipment,USA,318.20M,-,3.42,-0.87%,627992
390,ARC,"ARC Document Solutions, Inc.",Services,Business Services,USA,59.19M,15.12,1.27,1.60%,36904
391,ARCB,ArcBest Corporation,Services,Trucking,USA,631.94M,7.88,24.86,1.39%,257009
392,ARCC,Ares Capital Corporation,Financial,Diversified Investments,USA,8.07B,10.87,18.89,-0.63%,1993496
393,ARCE,Arco Platform Limited,Technology,Application Software,Brazil,2.88B,-,56.55,-0.33%,113759
394,ARCH,"Arch Coal, Inc.",Basic Materials,Industrial Metals & Minerals,USA,850.82M,4.19,55.32,0.18%,252258
395,ARCM,Arrow Reserve Capital Management ETF,Financial,Exchange Traded Fund,USA,-,-,100.13,0.00%,0
396,ARCO,Arcos Dorados Holdings Inc.,Services,Restaurants,Argentina,1.49B,87.02,7.31,1.11%,627977
397,ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,USA,225.28M,-,14.86,5.24%,127587
398,ARD,Ardagh Group S.A.,Consumer Goods,Packaging & Containers,Luxembourg,4.89B,-,20.98,1.35%,58260
399,ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",Financial,Asset Management,USA,363.66M,-,15.87,0.06%,87340
400,ARDS,"Aridis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,66.27M,-,7.57,23.01%,19584
401,ARDX,"Ardelyx, Inc.",Healthcare,Biotechnology,USA,732.84M,-,8.29,4.15%,1088074
402,ARE,"Alexandria Real Estate Equities, Inc.",Financial,REIT - Office,USA,20.60B,54.63,169.19,-2.68%,773041
403,ARES,Ares Management Corporation,Financial,Asset Management,USA,9.78B,52.12,41.12,2.54%,657986
404,ARGO,"Argo Group International Holdings, Ltd.",Financial,Property & Casualty Insurance,Bermuda,2.18B,45.30,62.92,-0.13%,223832
405,ARGT,Global X MSCI Argentina ETF,Financial,Exchange Traded Fund,USA,-,-,26.35,1.62%,40204
406,ARGX,argenx SE,Healthcare,Biotechnology,Netherlands,6.92B,-,161.88,1.10%,134496
407,ARI,"Apollo Commercial Real Estate Finance, Inc.",Financial,Mortgage Investment,USA,2.86B,14.05,18.34,-0.43%,1015246
408,ARKF,ARK Fintech Innovation ETF,Financial,Exchange Traded Fund,USA,-,-,27.38,1.29%,102155
409,ARKG,ARK Genomic Revolution ETF,Financial,Exchange Traded Fund,USA,-,-,37.63,1.81%,325559
410,ARKK,ARK Innovation ETF,Financial,Exchange Traded Fund,USA,-,-,60.37,2.05%,650046
411,ARKQ,ARK Autonomous Technology & Robotics ETF,Financial,Exchange Traded Fund,USA,-,-,43.49,1.73%,95008
412,ARKR,Ark Restaurants Corp.,Services,Restaurants,USA,79.95M,19.07,22.84,0.17%,712
413,ARKW,ARK Next Generation Internet ETF,Financial,Exchange Traded Fund,USA,-,-,71.97,1.61%,309914
414,ARL,"American Realty Investors, Inc.",Financial,Property Management,USA,236.74M,1.70,14.0,0.00%,324
415,ARLO,"Arlo Technologies, Inc.",Technology,Security Software & Services,USA,283.27M,-,3.76,3.01%,656324
416,ARLP,"Alliance Resource Partners, L.P.",Basic Materials,Industrial Metals & Minerals,USA,939.18M,2.43,7.56,0.40%,653668
417,ARMK,Aramark,Services,Specialty Eateries,USA,10.55B,33.09,42.62,-0.30%,2146106
418,ARMP,"Armata Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,43.58M,-,4.38,1.15%,21127
419,ARMR,Armor US Equity Index ETF,Financial,Exchange Traded Fund,USA,-,-,20.42,0.11%,7801
420,ARNA,"Arena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.69B,5.00,53.94,-0.39%,393402
421,ARNC,Arconic Inc.,Basic Materials,Aluminum,USA,14.85B,33.14,34.07,2.68%,4111285
422,AROC,"Archrock, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,1.29B,17.93,8.57,0.94%,1092667
423,AROW,Arrow Financial Corporation,Financial,Regional - Northeast Banks,USA,529.18M,13.87,34.7,-0.06%,10143
424,ARPO,"Aerpio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,27.33M,-,0.68,-1.15%,118259
425,ARQT,"Arcutis Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,1.04B,-,26.59,4.27%,293338
426,ARR,"ARMOUR Residential REIT, Inc.",Financial,Mortgage Investment,USA,1.23B,-,20.78,2.31%,1102461
427,ARTL,"Artelo Biosciences, Inc.",Healthcare,Biotechnology,USA,5.10M,-,1.58,0.96%,32371
428,ARTNA,Artesian Resources Corporation,Utilities,Water Utilities,USA,346.50M,23.15,37.5,-0.08%,12820
429,ARTW,"Art's-Way Manufacturing Co., Inc.",Industrial Goods,Farm & Construction Machinery,USA,8.84M,-,2.25,-2.17%,6285
430,ARVN,"Arvinas, Inc.",Healthcare,Biotechnology,USA,4.08B,-,50.86,1.88%,284618
431,ARW,"Arrow Electronics, Inc.",Services,Electronics Wholesale,USA,6.45B,-,79.22,0.79%,587176
432,ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,4.04B,74.22,39.93,-1.53%,842449
433,ARYA,ARYA Sciences Acquisition Corp.,Conglomerates,Conglomerates,USA,155.83M,-,10.84,0.96%,27194
434,ASA,ASA Gold and Precious Metals Limited,Financial,Asset Management,USA,273.53M,2.99,14.18,1.87%,135928
435,ASB,Associated Banc-Corp,Financial,Regional - Midwest Banks,USA,3.19B,10.53,20.1,0.30%,1230479
436,ASC,Ardmore Shipping Corporation,Services,Shipping,Bermuda,202.23M,-,6.11,-0.65%,317414
437,ASEA,Global X FTSE Southeast Asia ETF,Financial,Exchange Traded Fund,USA,-,-,15.18,0.86%,167
438,ASET,FlexShares Real Assets Allocation Index Fund,Financial,Exchange Traded Fund,USA,-,-,31.44,0.15%,121
439,ASFI,"Asta Funding, Inc.",Services,Business Services,USA,67.15M,9.47,10.22,-0.29%,4491
440,ASG,"Liberty All-Star Growth Fund, Inc.",Financial,Closed-End Fund - Equity,USA,247.88M,7.92,6.52,0.62%,190827
441,ASGN,ASGN Incorporated,Services,Staffing & Outsourcing Services,USA,3.32B,18.67,61.25,-0.87%,464079
442,ASH,Ashland Global Holdings Inc.,Basic Materials,Chemicals - Major Diversified,USA,4.91B,37.83,81.0,0.26%,332930
443,ASHR,Xtrackers Harvest CSI 300 China A-Shares ETF,Financial,Exchange Traded Fund,USA,-,-,28.89,0.63%,3597728
